name;type;slot;mindam;maxdam;2handmindam;2handmaxdam;reqstr;reqdex;speed;spawnable;mindam;maxdam;1or2handed;2handed;2handmindam;2handmaxdam;minmisdam;maxmisdam;;rangeadder;speed;StrBonus;DexBonus;reqstr;reqdex;durability;nodurability;level;levelreq;cost;gamble cost;magic lvl;auto prefix;OpenBetaGfx;normcode;ubercode;ultracode;wclass;2handedwclass;component;hit class;invwidth;invheight;stackable;minstack;maxstack;spawnstack;flippyfile;invfile;uniqueinvfile;setinvfile;hasinv;gemsockets;gemapplytype;special;useable;dropsound;dropsfxframe;usesound;unique;transparent;transtbl;quivered;lightradius;belt;quest;questdiffcheck;missiletype;durwarning;qntwarning;gemoffset;bitfield1;CharsiMin;CharsiMax;CharsiMagicMin;CharsiMagicMax;CharsiMagicLvl;GheedMin;GheedMax;GheedMagicMin;GheedMagicMax;GheedMagicLvl;AkaraMin;AkaraMax;AkaraMagicMin;AkaraMagicMax;AkaraMagicLvl;FaraMin;FaraMax;FaraMagicMin;FaraMagicMax;FaraMagicLvl;LysanderMin;LysanderMax;LysanderMagicMin;LysanderMagicMax;LysanderMagicLvl;DrognanMin;DrognanMax;DrognanMagicMin;DrognanMagicMax;DrognanMagicLvl;HraltiMin;HraltiMax;HraltiMagicMin;HraltiMagicMax;HratliMagicLvl;AlkorMin;AlkorMax;AlkorMagicMin;AlkorMagicMax;AlkorMagicLvl;OrmusMin;OrmusMax;OrmusMagicMin;OrmusMagicMax;OrmusMagicLvl;ElzixMin;ElzixMax;ElzixMagicMin;ElzixMagicMax;ElzixMagicLvl;AshearaMin;AshearaMax;AshearaMagicMin;AshearaMagicMax;AshearaMagicLvl;CainMin;CainMax;CainMagicMin;CainMagicMax;CainMagicLvl;HalbuMin;HalbuMax;HalbuMagicMin;HalbuMagicMax;HalbuMagicLvl;JamellaMin;JamellaMax;JamellaMagicMin;JamellaMagicMax;JamellaMagicLvl;LarzukMin;LarzukMax;LarzukMagicMin;LarzukMagicMax;LarzukMagicLvl;DrehyaMin;DrehyaMax;DrehyaMagicMin;DrehyaMagicMax;DrehyaMagicLvl;MalahMin;MalahMax;MalahMagicMin;MalahMagicMax;MalahMagicLvl;Source Art;Game Art;Transform;InvTrans;SkipName;NightmareUpgrade;HellUpgrade
Dagger;knif;1h;1;2;;;0;0;-20;1;1;2;;;;;;;;;-20;75;75;0;0;16;;2;1;72;2090;;308;dgr;dgr;9dg;7dg;1ht;1ht;5;1ht;1;2;;;;;flpdgr;invdgr;;;1;1;0;;0;item_smallmetalweapon;12;item_smallmetalweapon;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;1;1;1;2;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;2;20;;;1;2;0;9dg;7dg
Dirk;knif;1h;2;4;;;0;21;;1;2;4;;;;;;;;;;75;75;0;21;20;;7;6;628;5894;;308;dgr;dir;9di;7di;1ht;1ht;5;1ht;1;2;;;;;flpdir;invdir;;;1;1;0;;0;item_smallmetalweapon;12;item_smallmetalweapon;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;1;2;1;3;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;1;1;1;1;20;1;1;1;1;20;1;1;1;2;20;;;;;255;;;;;255;;;;;255;1;2;1;3;20;;;1;2;0;9di;7di
Kriss;knif;1h;1;5;;;0;38;-20;1;1;5;;;;;;;;;-20;75;75;0;38;24;;13;12;1451;15930;;308;dgr;kri;9kr;7kr;1ht;1ht;5;1ht;1;3;;;;;flpkrs;invkrs;invkrsu;invkrsu;1;3;0;;0;item_smallmetalweapon;12;item_smallmetalweapon;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;2;20;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;2;20;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;1;2;0;9kr;7kr
Blade;knif;1h;2;6;;;31;45;-10;1;2;6;;;;;;;;;-10;75;75;31;45;24;;17;16;2084;27286;;308;dgr;bld;9bl;7bl;1ht;1ht;5;1ht;1;3;;;;;flpbld;invbld;;;1;2;0;;0;item_smallmetalweapon;12;item_smallmetalweapon;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;2;1;1;20;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;1;2;0;9bl;7bl
Throwing Knife;tkni;1h;1;2;;;0;18;;1;1;2;;;;;2;4;;;;75;75;0;18;4;;2;1;7;1756;;308;dgr;tkf;9tk;7tk;1ht;1ht;5;1ht;1;2;1;40;160;75;flptkn;invtkn;;;1;1;0;primarily thrown;0;item_smallmetalweapon;12;item_smallmetalweapon;0;0;5;0;0;0;;;36;7;4;0;3;1;1;1;1;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;2;2;;;125;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;;;;;255;;;;;255;;;1;2;0;9tk;7tk
Throwing Axe;taxe;1h;2;3;;;0;34;10;1;2;3;;;;;3;5;;;10;75;75;0;34;6;;5;4;14;3039;;308;hax;tax;9ta;7ta;1hs;1hs;5;1hsl;1;2;1;16;130;32;flptax;invtax;;;1;1;0;primarily thrown;0;item_smallmetalweapon;12;item_smallmetalweapon;0;0;5;0;0;0;;;35;7;5;0;3;1;1;1;2;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;2;2;;;125;;;;;255;;;;;255;1;2;1;2;20;;;;;255;1;1;1;2;20;;;;;255;;;;;255;;;2;2;0;9ta;7ta
Balanced Knife;tkni;1h;1;3;;;0;43;-20;1;1;3;;;;;2;5;;;-20;75;75;0;43;8;;10;9;19;4598;;308;dgr;bkf;9bk;7bk;1ht;1ht;5;1ht;1;2;1;30;160;60;flpbkf;invbkf;;;1;1;0;primarily thrown;0;item_smallmetalweapon;12;item_smallmetalweapon;0;0;5;0;0;0;;;36;7;4;0;3;;;;;255;1;1;1;2;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;2;1;2;20;2;3;;;20;1;2;1;2;20;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;9bk;7bk
Balanced Axe;taxe;1h;2;4;;;0;48;-10;1;2;4;;;;;5;6;;;-10;75;75;0;48;10;;12;11;42;5530;;308;hax;bal;9b8;7b8;1hs;1hs;5;1hsl;2;3;1;16;130;24;flpbal;invbal;;;1;1;0;primarily thrown;0;item_sword;12;item_sword;0;0;5;0;0;0;;;35;7;5;0;3;;;;;255;;;;;255;;;;;255;1;1;1;2;15;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;2;1;2;20;2;3;;;20;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;9b8;7b8
Javelin;jave;1h;1;2;;;0;0;-10;1;1;2;;;;;2;5;15;2;-10;75;75;0;0;2;;1;0;7;1503;;308;jav;jav;9ja;7ja;1ht;1ht;5;1ht;1;3;1;30;60;60;flpjav;invjav;;;1;1;0;primarily thrown;0;item_javelins;12;item_javelins;0;0;5;0;0;0;;;1;7;2;0;3;1;1;1;1;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;2;1;1;20;1;1;1;1;20;;;;;255;1;1;1;2;20;1;1;1;1;20;1;1;1;1;20;;;;;255;;;;;255;;;5;8;0;9ja;7ja
Pilum;jave;1h;2;4;;;0;38;;1;2;4;;;;;3;8;15;2;;75;75;0;38;3;;8;7;21;3840;;308;jav;pil;9pi;7pi;1ht;1ht;5;1ht;1;3;1;25;50;50;flppil;invpil;;;1;1;0;primarily thrown;0;item_javelins;12;item_javelins;0;0;5;0;0;0;;;371;7;2;0;3;1;1;1;1;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;2;1;1;20;1;1;1;1;20;1;1;;;20;;;;;255;1;1;1;1;20;1;1;1;1;20;;;;;255;;;;;255;;;5;8;0;9pi;7pi
Short Spear;jave;1h;1;5;;;34;34;10;1;1;5;;;;;4;8;15;2;10;75;75;34;34;4;;11;10;28;5180;;308;jav;ssp;9s9;7s7;1ht;1ht;5;1ht;1;3;1;20;40;40;flpssp;invssp;;;1;1;0;primarily thrown;0;item_javelins;12;item_javelins;0;0;5;0;0;0;;;1;7;2;0;3;;;;;255;;;;;255;;;;;255;;;;;255;1;2;1;2;15;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;1;2;;;20;;;;;255;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;5;8;0;9s9;7s7
Glaive;jave;1h;2;7;;;46;31;20;1;2;7;;;;;6;8;15;2;20;75;75;46;31;5;;17;16;42;7414;;308;jav;glv;9gl;7gl;1ht;1ht;5;1ht;1;4;1;15;40;40;flpglv;invglv;;;1;1;0;primarily thrown;0;item_javelins;12;item_javelins;0;0;5;0;0;0;;;37;7;2;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;2;20;;;;;255;;;;;255;;;;;255;1;1;1;1;20;1;2;;;20;1;1;1;2;20;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;1;2;0;9gl;7gl
Throwing Spear;jave;1h;2;6;;;0;57;-10;1;2;6;;;;;5;11;15;2;-10;75;75;0;57;6;;22;21;56;9196;;308;jav;tsp;9ts;7ts;1ht;1ht;5;1ht;1;4;1;32;80;80;flptsp;invtsp;;;1;1;0;primarily thrown;0;item_javelins;12;item_javelins;0;0;5;0;0;0;;;371;7;2;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;2;1;1;20;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;1;2;0;9ts;7ts
Spear;spea;2h;;;2;6;0;17;-10;1;;;;1;2;6;;;15;3;-10;100;25;0;17;30;;4;3;355;3250;;308;spr;spr;9sr;7sr;2ht;2ht;5;2ht;2;4;;;;;flpspr;invspr;;;1;3;0;2 square reach;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;3;1;1;1;2;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;2;20;;;;;255;;;;;255;;;5;8;0;9sr;7sr
Trident;spea;2h;;;4;6;32;20;;1;;;;1;4;6;;;15;3;;100;25;32;20;35;;7;6;809;6574;;308;spr;tri;9tr;7tr;2ht;2ht;5;2ht;2;4;;;;;flptri;invtri;invtriu;invtriu;1;4;0;2 square reach;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;3;1;1;1;1;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;;;;;255;;;;;255;;;5;8;0;9tr;7tr
Brandistock;spea;2h;;;3;7;34;43;-20;1;;;;1;3;7;;;15;4;-20;100;25;34;43;28;;12;11;1372;14546;;308;spr;brn;9br;7br;2ht;2ht;5;2ht;2;4;;;;;flpbrn;invbrn;;;1;5;0;2 square reach;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;1;1;1;2;15;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;1;1;1;1;20;1;1;1;2;20;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;9br;7br
Spetum;spea;2h;;;6;9;46;30;;1;;;;1;6;9;;;15;4;;100;25;46;30;28;;15;14;1976;22970;;308;spr;spt;9st;7st;2ht;2ht;5;2ht;2;4;;;;;flpspt;invspt;;;1;6;0;2 square reach;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;1;2;1;1;15;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;1;1;1;1;20;1;1;1;2;20;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;9st;7st
Pike;spea;2h;;;5;24;53;39;20;1;;;;1;5;24;;;15;4;20;100;25;53;39;25;;18;17;2391;31526;;308;spr;pik;9p9;7p7;2ht;2ht;5;2ht;2;4;;;;;flppik;invpik;;;1;6;0;3 square reach;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;;;;;255;;;;;255;;;;;255;1;1;;;20;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;9p9;7p7
Bardiche;pole;2h;;;1;11;34;0;10;1;;;;1;1;11;;;;2;10;100;25;34;0;50;;4;3;357;3255;;308;hal;bar;9b7;7o7;stf;stf;5;2hsl;2;4;;;;;flpbar;invbar;;;1;3;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;1;1;1;1;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;;;;;255;;;;;255;;;2;2;0;9b7;7o7
Voulge;pole;2h;;;2;8;43;0;;1;;;;1;2;8;;;;2;;100;25;43;0;50;;8;7;723;7361;;308;hal;vou;9vo;7vo;stf;stf;5;2hsl;2;4;;;;;flpvou;invvou;;;1;4;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;1;1;1;2;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;9vo;7vo
Scythe;pole;2h;;;3;8;35;35;-10;1;;;;1;3;8;;;;1;-10;100;25;35;35;65;;11;10;1001;11360;;308;hal;scy;9s8;7s8;stf;stf;5;2hsl;2;4;;;;;flpscy;invscy;invscyu;invscyu;1;5;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;1;2;1;1;15;;;;;255;1;1;1;1;15;;;;;255;;;;;255;1;1;1;1;20;;;;;255;1;1;1;1;20;1;1;1;1;20;1;1;1;1;20;;;;;255;;;;;255;1;1;1;1;20;;;;;255;;;2;2;0;9s8;7s8
Poleaxe;pole;2h;;;7;15;54;0;10;1;;;;1;7;15;;;;3;10;100;25;54;0;65;;16;15;2011;24361;;308;hal;pax;9pa;7pa;stf;stf;5;2hsl;2;4;;;;;flppax;invpax;;;1;5;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;1;1;1;2;15;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;9pa;7pa
Halberd;pole;2h;;;5;17;66;41;;1;;;;1;5;17;;;;4;;100;25;66;41;55;;22;21;3197;47737;;308;hal;hal;9h9;7h7;stf;stf;5;2hsl;2;4;;;;;flphal;invhal;;;1;6;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;2;20;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;9h9;7h7
War Scythe;pole;2h;;;6;14;70;70;-10;1;;;;1;6;14;;;;4;-10;100;25;70;70;55;;26;25;4002;67346;;308;hal;wsc;9wc;7wc;stf;stf;5;2hsl;2;4;;;;;flpwsc;invwsc;;;1;6;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;2;1;2;20;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;9wc;7wc
Short Staff;staf;2h;;;1;2;0;0;-10;1;;;;1;1;2;;;;1;-10;100;25;0;0;20;;1;0;198;1584;1;308;bst;sst;8ss;6ss;stf;stf;5;club;1;3;;;;;flpsst;invsst;;;1;2;0;magically charged;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;1;1;1;2;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;2;20;;;5;8;0;8ss;6ss
Long Staff;staf;2h;;;1;3;0;0;;1;;;;1;1;3;;;;1;;100;25;0;0;30;;6;5;548;5102;1;308;bst;lst;8ls;6ls;stf;stf;5;staf;1;4;;;;;flplst;invlst;;;1;3;0;magically charged;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;1;2;1;3;5;;;;;255;;;;;255;1;2;1;2;15;;;;;255;;;;;255;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;1;2;1;3;20;;;5;8;0;8ls;6ls
Gnarled Staff;staf;2h;;;2;5;0;0;10;1;;;;1;2;5;;;;1;10;100;25;0;0;35;;9;8;905;8846;1;308;bst;cst;8cs;6cs;stf;stf;5;staf;1;4;;;;;flpcst;invcst;invcstu;invcstu;1;4;0;magically charged;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;1;3;1;2;15;3;5;5;9;15;;;;;255;;;;;255;2;3;2;5;20;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;2;3;2;5;20;;;;;255;;;5;8;0;8cs;6cs
Battle Staff;staf;2h;;;2;5;0;0;;1;;;;1;2;5;;;;1;;100;25;0;0;40;;13;12;1446;15896;1;308;bst;bst;8bs;6bs;stf;stf;5;staf;1;4;;;;;flpbst;invbst;;;1;4;0;magically charged;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;1;2;1;3;15;1;3;1;3;15;;;;;255;;;;;255;2;3;2;5;20;;;;;255;;;;;255;;;;;255;;;;;255;2;3;1;3;20;;;;;255;2;3;2;5;20;;;;;255;;;5;8;0;8bs;6bs
War Staff;staf;2h;;;5;11;0;0;20;1;;;;1;5;11;;;;1;20;100;25;0;0;50;;18;17;2347;31070;1;308;bst;wst;8ws;6ws;stf;stf;5;staf;2;4;;;;;flpwst;invwst;;;1;6;0;magically charged;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;;;;;255;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;;;255;1;2;1;2;20;;;;;255;1;1;1;1;20;;;;;255;;;5;8;0;8ws;6ws
Short Bow;bow;2h;;;1;2;0;13;5;1;;;;1;1;2;;;13;;5;25;100;0;13;20;1;1;0;119;1550;;308;sbw;sbw;8sb;6sb;bow;bow;6;bow;2;3;;;;;flpsbw;invsbw;;;1;3;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;1;1;1;2;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;2;20;;;;;255;;;;;255;;;5;8;0;8sb;6sb
Hunter's Bow;bow;2h;;;1;2;0;24;-10;1;;;;1;1;2;;;13;;-10;25;100;0;24;32;1;4;3;413;3375;;308;sbw;hbw;8hb;6hb;bow;bow;6;bow;2;3;;;;;flphbw;invhbw;;;1;4;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;1;1;1;1;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;;;;;255;;;;;255;;;5;8;0;8hb;6hb
Long Bow;bow;2h;;;2;4;19;16;;1;;;;1;2;4;;;13;;;25;100;19;16;28;1;6;5;579;5210;;308;sbw;lbw;8lb;6lb;bow;bow;6;bow;2;4;;;;;flplbw;invlbw;;;1;5;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;1;2;1;1;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;;;255;1;2;1;1;20;;;;;255;;;;;255;;;5;8;0;8lb;6lb
Composite Bow;bow;2h;;;2;3;21;30;-10;1;;;;1;2;3;;;13;;-10;25;100;21;30;36;1;9;8;859;8612;;308;sbw;cbw;8cb;6cb;bow;bow;6;bow;2;3;;;;;flpcbw;invcbw;invcbwu;invcbwu;1;4;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;1;1;1;2;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;1;1;1;1;20;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;8cb;6cb
Short Battle Bow;bow;2h;;;2;5;26;34;;1;;;;1;2;5;;;13;;;25;100;26;34;40;1;14;13;1236;15155;;308;sbw;sbb;8s8;6s7;bow;bow;6;bow;2;3;;;;;flpsbb;invsbb;invsbbu;invsbbu;1;5;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;1;1;1;2;15;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;8s8;6s7
Long Battle Bow;bow;2h;;;2;7;35;44;10;1;;;;1;2;7;;;13;;10;25;100;35;44;44;1;17;16;1827;24768;;308;sbw;lbb;8l8;6l7;bow;bow;6;bow;2;4;;;;;flplbb;invlbb;;;1;6;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;1;2;1;1;15;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;8l8;6l7
Short War Bow;bow;2h;;;2;5;31;48;;1;;;;1;2;5;;;13;;;25;100;31;48;48;1;20;19;2954;41750;;308;sbw;swb;8sw;6sw;bow;bow;6;bow;2;3;;;;;flpswb;invswb;invswbu;invswbu;1;5;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;;;;;255;;;;;255;;;;;255;1;1;1;1;20;1;1;1;1;20;;;;;255;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;5;8;0;8sw;6sw
Long War Bow;bow;2h;;;2;9;44;57;10;1;;;;1;2;9;;;13;;10;25;100;44;57;55;1;23;22;4225;64413;;308;sbw;lwb;8lw;6lw;bow;bow;6;bow;2;4;;;;;flplwb;invlwb;;;1;6;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;2;1;2;20;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;5;8;0;8lw;6lw
Light Crossbow;xbow;2h;;;2;4;18;23;-10;1;;;;1;2;4;;;;;-10;25;100;18;23;30;1;5;4;950;5159;;308;lxb;lxb;8lx;6lx;xbw;xbw;5;xbow;2;3;;;;;flplxb;invlxb;invlxbu;invlxbu;1;3;0;reload lag between shots;0;item_crossbow;12;item_crossbow;0;0;5;1;0;0;;;0;7;0;0;1;1;1;1;1;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;;;;;255;;;;;255;;;5;8;0;8lx;6lx
Crossbow;xbow;2h;;;4;6;34;28;;1;;;;1;4;6;;;;;;25;100;34;28;40;1;11;10;2772;22588;;308;lxb;mxb;8mx;6mx;xbw;xbw;5;xbow;2;3;;;;;flpmxb;invmxb;invmxbu;invmxbu;1;4;0;reload lag between shots;0;item_crossbow;12;item_crossbow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;1;2;1;1;15;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;8mx;6mx
Heavy Crossbow;xbow;2h;;;5;10;53;35;10;1;;;;1;5;10;;;;;10;25;100;53;35;50;1;18;17;4839;56402;;308;lxb;hxb;8hx;6hx;xbw;xbw;5;xbow;2;4;;;;;flphxb;invhxb;invhxbu;invhxbu;1;6;0;reload lag between shots;0;item_crossbow;12;item_crossbow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;20;1;1;1;1;20;;;;;255;1;2;1;2;20;;;;;255;;;;;255;;;;;255;;;5;8;0;8hx;6hx
Repeating Crossbow;xbow;2h;;;2;5;35;44;-40;1;;;;1;2;5;;;;;-40;25;100;35;44;40;1;25;24;3238;54694;;308;lxb;rxb;8rx;6rx;xbw;xbw;5;xbow;2;3;;;;;flprxb;invrxb;invrxbu;invrxbu;1;5;0;fires 5 shots before reload;0;item_crossbow;12;item_crossbow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;8rx;6rx
Rancid Gas Potion;tpot;1h;;1;;;0;0;;1;;1;;;;;;;;;;;;0;0;2;1;24;23;236;0;;;gpl;gps;;;1ht;1ht;5;hth;1;1;1;3;25;6;flpgpl;invgpl;;;1;;0;;0;item_potion;14;item_potion;0;0;5;0;1;0;;;49;7;3;0;0;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;0;0;0;xxx;xxx
